ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2673187,Bing,,3,2017-04-09 05:09:25,2017-04-09 11:09:25,37.33358,-121.86163,37.33522,-121.85893999999999,0.18600000000000003,At MC Laughlin Ave - Accident.,,I-280 S,R,San Jose,Santa Clara,CA,95122,US,US/Pacific,KRHV,2017-04-09 06:47:00,41.0,37.1,93.0,30.21,10.0,Variable,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-397520,MapQuest,201.0,3,2017-04-09 01:34:05,2017-04-09 02:18:12,38.210506,-122.147026,,,0.01,Right hand shoulder blocked due to accident on I-80 Westbound at CA-12 Jameson Canyon Rd.,,I-80 W,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2017-04-09 01:54:00,41.0,,86.0,30.18,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397518,MapQuest,201.0,2,2017-04-09 01:26:22,2017-04-09 01:54:18,38.241276,-122.269112,,,0.01,#1 lane blocked due to accident on CA-29 Napa Vallejo Hwy Southbound at CA-221 Napa Vallejo Hwy.,,Napa Vallejo Hwy,R,Napa,Napa,CA,94558,US,US/Pacific,KAPC,2017-04-09 01:54:00,41.0,,86.0,30.18,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-397519,MapQuest,201.0,2,2017-04-09 01:02:56,2017-04-09 01:47:39,38.223103,-122.257843,,,0.01,#2 lane blocked due to accident on CA-29 Napa Vallejo Hwy at CA-12 Jameson Canyon Rd.,,Jameson Canyon Rd,R,Napa,Napa,CA,94558,US,US/Pacific,KAPC,2017-04-09 00:54:00,43.0,,86.0,30.18,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-397516,MapQuest,241.0,2,2017-04-09 00:18:27,2017-04-09 00:48:01,38.092341999999995,-122.55909,,,0.01,Center lane blocked and queueing traffic due to accident on US-101 Redwood Hwy Northbound at Exit 462A Rowland Blvd.,,Redwood Hwy S,R,Novato,Marin,CA,94945,US,US/Pacific,KDVO,2017-04-09 00:15:00,44.6,,93.0,30.21,10.0,Calm,,,Clear,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397513,MapQuest,201.0,2,2017-04-08 21:30:04,2017-04-08 21:59:30,37.362536999999996,-121.88584099999999,,,0.01,Accident on US-101 Northbound at Exits 386A 386B McKee Rd.,,Hedding St,R,San Jose,Santa Clara,CA,95133,US,US/Pacific,KRHV,2017-04-08 21:47:00,46.4,43.5,81.0,30.22,8.0,NNW,5.8,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-397509,MapQuest,201.0,3,2017-04-08 20:35:22,2017-04-08 21:05:08,38.210117,-122.14778899999999,,,0.01,Accident on I-80 Westbound at Exit 39B CA-12.,,I-80 W,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2017-04-08 20:54:00,46.9,,83.0,30.16,10.0,SW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-397510,MapQuest,201.0,3,2017-04-08 20:33:58,2017-04-08 21:03:28,38.216293,-122.138649,,,0.01,Right hand shoulder blocked due to accident on I-80 Westbound at Exit 40 I-680.,,I-80 W,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2017-04-08 20:54:00,46.9,,83.0,30.16,10.0,SW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-397507,MapQuest,201.0,3,2017-04-08 20:20:08,2017-04-08 20:49:35,37.563438,-122.03854399999999,,,0.01,Right hand shoulder blocked due to accident on I-880 Southbound at Exit 21 Decoto Rd.,,Nimitz Fwy S,R,Fremont,Alameda,CA,94555,US,US/Pacific,KHWD,2017-04-08 19:54:00,52.0,,61.0,30.2,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-397499,MapQuest,201.0,3,2017-04-08 18:19:06,2017-04-08 18:48:22,37.495857,-121.92368300000001,,,0.01,Right hand shoulder blocked due to accident on I-680 Southbound at Exit 12 CA-262 Mission Blvd.,,I-680 S,R,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,2017-04-08 17:56:00,54.0,,55.0,30.17,10.0,NW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397497,MapQuest,201.0,3,2017-04-08 18:00:05,2017-04-08 18:29:49,37.320782,-121.900681,,,0.01,Accident on I-280 Southbound at Exits 3A 3B Bird Ave.,,Sinclair Fwy N,R,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,2017-04-08 17:53:00,55.0,,53.0,30.15,10.0,NW,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397495,MapQuest,201.0,3,2017-04-08 17:49:41,2017-04-08 18:19:23,37.810181,-122.275826,,,0.01,Accident on I-980 Westbound at Exits 1A 1B 1C 1D Brush St.,,I-980 W,R,Oakland,Alameda,CA,94612,US,US/Pacific,KOAK,2017-04-08 17:53:00,57.0,,59.0,30.16,10.0,West,16.1,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397494,MapQuest,201.0,3,2017-04-08 17:39:22,2017-04-08 18:08:52,37.317062,-121.97492199999999,,,0.01,Accident on I-280 Northbound at Exit 7 Saratoga Ave.,,Saratoga Ave,R,San Jose,Santa Clara,CA,95129,US,US/Pacific,KSJC,2017-04-08 17:53:00,55.0,,53.0,30.15,10.0,NW,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397492,MapQuest,203.0,3,2017-04-08 17:00:19,2017-04-08 17:29:51,37.483768,-121.93721000000001,,,0.01,Right hand shoulder blocked due to multi-vehicle accident on I-880 Southbound at Exits 12 12A 12B CA-262 Mission Blvd.,,Nimitz Fwy S,R,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,2017-04-08 16:47:00,57.2,,55.0,30.15,10.0,NW,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397491,MapQuest,241.0,3,2017-04-08 16:58:19,2017-04-08 17:27:50,37.324039,-121.892105,,,0.01,One lane blocked due to accident on I-280 Northbound at Exits 2B 3A 3B CA-87 Guadalupe Pkwy.,,Sinclair Fwy N,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,2017-04-08 16:53:00,55.9,,53.0,30.14,10.0,WNW,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397489,MapQuest,201.0,3,2017-04-08 16:24:39,2017-04-08 16:54:17,37.667266999999995,-122.108337,,,0.01,Right hand shoulder blocked due to accident on I-880 Southbound at Exit 29 A St.,,Nimitz Fwy S,R,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2017-04-08 15:54:00,57.0,,53.0,30.17,10.0,West,16.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397490,MapQuest,201.0,3,2017-04-08 16:24:05,2017-04-08 16:53:47,37.328697,-121.870857,,,0.01,Accident on I-280 Southbound at Exits 1 1B 2 11th St.,,Sinclair Fwy N,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2017-04-08 16:53:00,55.9,,53.0,30.14,10.0,WNW,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397485,MapQuest,241.0,2,2017-04-08 15:54:47,2017-04-08 16:23:17,37.363747,-121.90194699999999,,,0.01,One lane blocked due to accident on I-880 Northbound at Exits 4B 4C US-101.,,I-880 N,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2017-04-08 15:53:00,55.9,,57.0,30.13,10.0,NW,17.3,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397484,MapQuest,201.0,3,2017-04-08 15:49:35,2017-04-08 16:19:13,37.507488,-121.967377,,,0.01,Right hand shoulder blocked due to accident on I-880 Southbound at Exit 15 Auto Mall Pkwy.,,I-880 N,R,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,2017-04-08 15:47:00,55.4,,58.0,30.14,10.0,WNW,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397479,MapQuest,201.0,3,2017-04-08 15:27:34,2017-04-08 15:57:15,37.770472999999996,-122.22180900000001,,,0.01,Right hand shoulder blocked due to accident on I-880 Northbound at Exit 38 CA-77 42nd Ave.,,I-880 N,R,Oakland,Alameda,CA,94601,US,US/Pacific,KOAK,2017-04-08 15:53:00,57.9,,56.0,30.14,10.0,West,18.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397478,MapQuest,201.0,3,2017-04-08 15:26:44,2017-04-08 15:56:23,37.900940000000006,-122.310699,,,0.01,Right hand shoulder blocked due to accident on I-80 Westbound at Exit 14A Central Ave.,,Central Ave,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,2017-04-08 15:53:00,57.9,,53.0,30.07,10.0,WNW,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-397480,MapQuest,241.0,3,2017-04-08 15:25:42,2017-04-08 15:55:24,37.466599,-121.905983,,,0.01,One lane blocked due to accident on I-680 Southbound at Exit 10 Scott Creek Rd.,,I-680 S,R,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,2017-04-08 14:56:00,55.0,,49.0,30.15,10.0,WNW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397475,MapQuest,201.0,2,2017-04-08 14:49:24,2017-04-08 15:18:58,37.315239,-121.914902,,,0.01,Accident on I-280 Southbound at Exits 4 5A Meridian Ave.,,Meridian Ave,R,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,2017-04-08 14:53:00,57.9,,49.0,30.12,10.0,WSW,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397474,MapQuest,201.0,2,2017-04-08 14:17:11,2017-04-08 15:15:00,37.310116,-121.88321699999999,,,0.01,Accident on CA-87 Guadalupe Pkwy Northbound before CA-87 Guadalupe Pkwy/ Alma Ave.,,Guadalupe Pkwy N,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,2017-04-08 13:53:00,57.0,,55.0,30.13,10.0,West,10.4,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397473,MapQuest,201.0,3,2017-04-08 14:09:59,2017-04-08 14:39:16,37.810478,-122.36455500000001,,,0.01,Accident on I-80 Westbound at Exit 4 Hillcrest Rd.,,San Francisco-Oakland Bay Bridge,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-04-08 13:53:00,57.0,,59.0,30.14,10.0,West,13.8,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397471,MapQuest,201.0,2,2017-04-08 14:02:24,2017-04-08 14:32:05,37.761818,-122.40586100000002,,,0.01,Accident on US-101 Northbound at Exit 433A Vermont St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2017-04-08 13:53:00,57.0,,59.0,30.14,10.0,West,13.8,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397466,MapQuest,201.0,3,2017-04-08 13:29:28,2017-04-08 13:59:11,37.830414000000005,-122.294044,,,0.01,Accident on I-80 I-580 Westbound at I-580.,,I-80 W,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-04-08 13:53:00,57.0,,59.0,30.14,10.0,West,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397459,MapQuest,201.0,3,2017-04-08 12:40:56,2017-04-08 13:10:25,37.731277,-122.43521899999999,,,0.01,Accident on I-280 Northbound at Exit 52 Bosworth St.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2017-04-08 12:56:00,53.1,,64.0,30.13,10.0,WNW,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397460,MapQuest,201.0,3,2017-04-08 12:36:47,2017-04-08 13:06:28,37.803886,-122.301971,,,0.01,#1 lane blocked due to accident on I-880 Northbound at Exit 44 Frontage Rd.,,I-880 N,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-04-08 12:53:00,57.0,,57.0,30.13,10.0,West,19.6,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397458,MapQuest,201.0,3,2017-04-08 12:36:12,2017-04-08 13:05:54,37.848713000000004,-122.29638700000001,,,0.01,Accident on I-80 I-580 Eastbound at Exit 10 I-580.,600.0,Ashby Ave,L,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,2017-04-08 12:53:00,57.0,,57.0,30.13,10.0,West,19.6,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397455,MapQuest,201.0,3,2017-04-08 12:18:22,2017-04-08 12:48:05,37.808498,-122.36685200000001,,,0.01,Accident on I-80 Westbound at Exit 4A Treasure Is.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-04-08 11:53:00,55.9,,67.0,30.12,10.0,West,19.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397448,MapQuest,201.0,3,2017-04-08 10:37:49,2017-04-08 11:07:20,37.783794,-122.178375,,,0.01,Accident on I-580 Westbound at Exits 26 26A 26B Mountain Blvd.,,I-580 W,R,Oakland,Alameda,CA,94605,US,US/Pacific,KOAK,2017-04-08 10:53:00,54.0,,77.0,30.11,10.0,West,20.7,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397442,MapQuest,201.0,2,2017-04-08 09:02:33,2017-04-08 09:31:03,37.832352,-122.21651499999999,,,0.01,Accident on CA-13 Warren Fwy at Exit 4 Moraga Ave.,,Warren Fwy N,R,Oakland,Alameda,CA,94611,US,US/Pacific,KOAK,2017-04-08 08:53:00,50.0,,80.0,30.06,6.0,WSW,9.2,0.08,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397441,MapQuest,201.0,3,2017-04-08 08:45:51,2017-04-08 09:15:24,37.750687,-122.151772,,,0.01,Accident on I-580 Eastbound at Exits 29 29A 98th Ave.,,I-580 E,R,Oakland,Alameda,CA,94605,US,US/Pacific,KOAK,2017-04-08 08:53:00,50.0,,80.0,30.06,6.0,WSW,9.2,0.08,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397439,MapQuest,201.0,2,2017-04-08 07:57:21,2017-04-08 08:27:03,37.576977,-122.32048799999998,,,0.01,Right hand shoulder blocked due to accident on US-101 Northbound at Exit 417A Bayshore Blvd.,,US-101 N,R,San Mateo,San Mateo,CA,94401,US,US/Pacific,KSFO,2017-04-08 07:56:00,50.0,,80.0,30.04,10.0,South,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-397438,MapQuest,201.0,3,2017-04-08 06:39:46,2017-04-08 07:24:02,37.822701,-122.320099,,,0.01,Accident on I-80 Eastbound at Grand Ave.,,San Francisco-Oakland Bay Brg E,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-04-08 06:53:00,52.0,,77.0,30.02,10.0,WSW,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-397434,MapQuest,201.0,3,2017-04-08 04:52:57,2017-04-08 05:22:01,38.216862,-122.13784,,,0.01,Right hand shoulder blocked due to accident on I-80 Westbound at I-680.,,I-80 W,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2017-04-08 04:54:00,46.0,43.1,86.0,29.95,10.0,West,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397435,MapQuest,201.0,3,2017-04-08 04:45:32,2017-04-08 05:14:42,37.353972999999996,-121.83783700000001,,,0.01,Accident on I-680 Northbound at CA-130 Alum Rock Ave.,,I-680 N,R,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2017-04-08 06:47:00,46.4,44.3,93.0,30.06,10.0,SE,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2673150,Bing,,3,2017-04-08 04:34:55,2017-04-08 10:34:55,37.353971,-121.83785800000001,37.353971,-121.83785800000001,0.0,At Capitol Expy - Accident.,,I-680 N,R,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2017-04-08 06:47:00,46.4,44.3,93.0,30.06,10.0,SE,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397433,MapQuest,201.0,2,2017-04-08 04:19:10,2017-04-08 04:48:32,37.27877,-121.80631299999999,,,0.01,Accident on US-101 Northbound at Hellyer Ave.,,US-101 N,R,San Jose,Santa Clara,CA,95138,US,US/Pacific,KRHV,2017-04-08 06:47:00,46.4,44.3,93.0,30.06,10.0,SE,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397431,MapQuest,201.0,3,2017-04-08 04:17:53,2017-04-08 04:46:48,37.796768,-122.270248,,,0.01,Accident on I-880 Westbound near I-880 Exit 41B.,,I-880 N,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-04-08 03:53:00,52.0,,83.0,29.98,10.0,West,11.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397430,MapQuest,201.0,2,2017-04-08 03:54:34,2017-04-08 04:24:06,37.290485,-121.871147,,,0.01,Accident on CA-87 Northbound at Curtner Ave.,,Guadalupe Fwy N,R,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,2017-04-08 03:53:00,48.9,,80.0,29.99,10.0,West,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397426,MapQuest,201.0,3,2017-04-08 03:21:39,2017-04-08 03:51:20,37.772163,-122.40663899999998,,,0.01,Accident on I-80 Westbound at 7th St.,,I-80 W,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2017-04-08 03:36:00,48.9,,83.0,29.98,10.0,SW,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397423,MapQuest,201.0,3,2017-04-08 02:21:22,2017-04-08 02:50:40,37.808498,-122.36685200000001,,,0.01,Accident on I-80 Westbound at Treasure Is.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-04-08 01:53:00,53.1,,96.0,29.94,10.0,West,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397424,MapQuest,201.0,3,2017-04-08 02:19:42,2017-04-08 02:49:02,37.796608,-122.27035500000001,,,0.01,Right hand shoulder blocked due to accident on I-880 Southbound at I-880 .,,Nimitz Fwy S,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-04-08 01:53:00,53.1,,96.0,29.94,10.0,West,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397421,MapQuest,201.0,3,2017-04-08 01:55:47,2017-04-08 02:24:30,37.825237,-122.30583200000001,,,0.0,Accident on Maritime St Westbound at I-80 .,,I-80 W,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-04-08 01:53:00,53.1,,96.0,29.94,10.0,West,13.8,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397422,MapQuest,201.0,3,2017-04-08 01:53:22,2017-04-08 02:21:56,37.778564,-122.16914399999999,,,0.01,Accident on I-580 Eastbound near I-580 .,,I-580 E,R,Oakland,Alameda,CA,94605,US,US/Pacific,KOAK,2017-04-08 01:53:00,53.1,,96.0,29.94,10.0,West,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397420,MapQuest,201.0,3,2017-04-08 01:51:30,2017-04-08 02:20:59,37.719162,-122.448273,,,0.01,Right hand shoulder blocked due to accident on I-280 Northbound at Geneva Ave.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2017-04-08 01:56:00,50.0,,77.0,29.95,10.0,WSW,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397414,MapQuest,201.0,2,2017-04-08 00:43:47,2017-04-08 01:13:29,37.355961,-121.86829399999999,,,0.01,Right hand shoulder blocked due to accident on US-101 Southbound at Exits 386A 386B McKee Rd.,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2017-04-08 06:47:00,46.4,44.3,93.0,30.06,10.0,SE,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397409,MapQuest,201.0,2,2017-04-08 00:37:56,2017-04-08 01:07:38,37.967541,-122.518654,,,0.01,Accident on US-101 Northbound at Exit 452 2nd St.,,US-101 N,R,San Rafael,Marin,CA,94901,US,US/Pacific,KDVO,2017-04-08 00:35:00,48.2,,76.0,29.89,10.0,NW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397404,MapQuest,201.0,3,2017-04-08 00:16:54,2017-04-08 00:46:17,37.364005999999996,-121.84346000000001,,,0.01,Middle lane blocked due to accident on I-680 Northbound at Exit 2B McKee Rd.,,I-680 N,R,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2017-04-08 06:47:00,46.4,44.3,93.0,30.06,10.0,SE,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397400,MapQuest,201.0,2,2017-04-08 00:07:12,2017-04-08 00:34:17,37.769375,-122.405533,,,0.01,2nd lane blocked due to accident on US-101 Southbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,15.0,San Bruno Ave,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2017-04-08 00:12:00,50.0,,86.0,29.89,10.0,West,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397401,MapQuest,201.0,3,2017-04-08 00:05:33,2017-04-08 00:34:38,38.260651,-122.06063799999998,,,0.01,Right hand shoulder blocked due to accident on I-80 Westbound at Exit 45 Travis Blvd.,,I-80 W,R,Fairfield,Solano,CA,94533,US,US/Pacific,KSUU,2017-04-08 00:08:00,50.0,,94.0,29.83,10.0,Calm,,,Light Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397397,MapQuest,241.0,2,2017-04-07 22:54:14,2017-04-07 23:23:42,37.373634,-121.927773,,,0.01,Lane blocked due to accident on US-101 Northbound at Exits 390 391 CA-87 Guadalupe Pkwy.,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,2017-04-07 22:53:00,57.9,,78.0,29.84,8.0,SSE,9.2,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397391,MapQuest,241.0,3,2017-04-07 22:27:13,2017-04-07 22:56:49,37.689021999999994,-122.10556000000001,,,0.01,Lane blocked due to accident on I-238 Northbound at Exit 15 CA-185 14th St.,,Mission Blvd,R,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2017-04-07 22:54:00,55.0,,77.0,29.87,3.0,NW,16.1,0.1,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397392,MapQuest,241.0,2,2017-04-07 22:26:24,2017-04-07 22:55:16,37.938602,-122.02496299999999,,,0.01,Lane blocked due to accident on Oak Grove Rd Northbound at Treat Blvd.,799.0,Oak Grove Rd,L,Concord,Contra Costa,CA,94518-3611,US,US/Pacific,KCCR,2017-04-07 22:22:00,52.0,,93.0,29.84,1.8,West,11.5,0.18,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-397385,MapQuest,201.0,3,2017-04-07 22:22:39,2017-04-07 22:52:10,38.242306,-122.08653999999999,,,0.01,Accident on I-80 Eastbound at Exits 43 44A Abernathy Rd. All lanes have been re-opened.,,Abernathy Rd,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2017-04-07 22:25:00,51.1,,86.0,29.84,8.0,North,13.8,0.04,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397384,MapQuest,241.0,3,2017-04-07 22:17:57,2017-04-07 22:47:24,37.68792,-122.09618400000001,,,0.01,Lane blocked due to accident on I-580 Southbound at Castro Valley Blvd.,20703.0,Foothill Blvd,R,Hayward,Alameda,CA,94541-1509,US,US/Pacific,KHWD,2017-04-07 21:54:00,60.1,,64.0,29.84,10.0,South,18.4,0.01,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-397373,MapQuest,201.0,2,2017-04-07 21:43:54,2017-04-07 22:13:21,37.339455,-121.852043,,,0.01,Lane blocked due to accident on US-101 Northbound at Exits 385A 385B I-680.,,I-680 N,R,San Jose,Santa Clara,CA,95122,US,US/Pacific,KRHV,2017-04-07 21:56:00,59.0,,72.0,29.87,10.0,SSE,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397372,MapQuest,203.0,3,2017-04-07 21:42:34,2017-04-07 22:27:14,37.732243,-122.432076,,,0.01,#4 lane blocked due to multi-vehicle accident on I-280 Southbound at Exit 52 Bosworth St.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2017-04-07 21:56:00,57.9,,84.0,29.81,6.0,South,25.3,0.06,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-397374,MapQuest,201.0,2,2017-04-07 21:40:37,2017-04-07 22:10:08,37.318287,-121.831551,,,0.01,Right hand shoulder blocked due to accident on US-101 Southbound at Exit 383 Tully Rd.,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95121,US,US/Pacific,KRHV,2017-04-07 21:56:00,59.0,,72.0,29.87,10.0,SSE,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
